식품명	식품대분류	1회제공량	내용량_단위	에너지(㎉)	단백질(g)	지방(g)	탄수화물(g)	총당류(g)	나트륨(㎎)	콜레스테롤(g)	콜레스테롤(㎎)	총 포화 지방산(g)	트랜스 지방산(g)
아이스 그린티 블렌디모	음료 및 차류	467.5	mL	452.1	9	0	0	64.9	178.6	0	0	11.4	0
아이스 오곡라떼 R	음료 및 차류	468	mL	296.8	7	0	0	21	123.1	0	0	5.5	0
블랙버블 허쉬 크러쉬(S)	음료 및 차류	468	mL	465	4	0	0	46	281	0	0	11	0
아이스 초코(R)	음료 및 차류	468	mL	360	10	0	0	36	141	0	0	7	0
녹차빙수	음료 및 차류	470	g	391.2	6.2	0	0	45.9	110.1	0	0	4.9	0.07
한라봉 스파클링 에이드 ICE	음료 및 차류	471	g	418	1	0	100	37	15	0	0	0.3	0
요거트 스노우	음료 및 차류	472	g	403	5	0	85	81	150	0	0	2.6	0
더블베리 스파클링	음료 및 차류	472	mL	144	0	0	0	33	19	0	0	0	0
복숭아 자두 스파클링	음료 및 차류	472	mL	153	0	0	0	38	5	0	0	0	0
자몽 파인 스파클링 new	음료 및 차류	472	mL	208	0	0	0	46	18	0	0	0	0
청포도 스파클링	음료 및 차류	472	mL	189	0	0	0	42	19	0	0	0	0
레몬에이드(R)	음료 및 차류	472	mL	220	0	0	0	52	25	0	0	0.2	0
딸기라떼 L	음료 및 차류	473	mL	286	4.4	0	0	56	69.5	0	0	2.4	0
아이스 초콜릿 블렌디모	음료 및 차류	475	mL	492.1	10.4	0	0	46.6	133	0	0	14.8	0
고구마 프로스트 R	음료 및 차류	475	mL	448.7	6.5	0	0	53.5	93	0	0	5.2	0
화이트 프로스트 L	음료 및 차류	477	mL	619.5	7.2	0	0	82.6	324.3	0	0	19.9	0
오트밀 블루베리 스노우	음료 및 차류	478	g	371	8	0	67	43	155	0	0	2.9	0
블루베리 요거트 스무디	음료 및 차류	479	mL	460.1	8.2	0	0	58.7	132.7	0	0	5.3	0
아이스 아메리카노	음료 및 차류	480	mL	10	0.6	0	0	0	3.3	0	0	0.2	0
아이스 카페라떼	음료 및 차류	480	mL	143	6.3	0	0	9.5	98.3	0	0	5	0
아이스 바닐라 카페라떼	음료 및 차류	480	mL	197	5.7	0	0	25.4	88.3	0	0	4.5	0
아이스 헤이즐넛 카페라떼	음료 및 차류	480	mL	206	5.7	0	0	24.1	88.3	0	0	4.5	0
딸기주스	음료 및 차류	480	mL	201.6	2.2	0	0	45.3	40.3	0	0	0	0
흑당 시나몬 버블티	음료 및 차류	480	mL	353	6	0	0	51	107	0	0	4	0
흑당 쇼콜라 버블티	음료 및 차류	480	mL	301	4	0	0	46	88	0	0	3	0
흑당 말차 버블티	음료 및 차류	480	mL	389	9	0	0	63	88	0	0	3	0
흑당 카페 버블티	음료 및 차류	480	mL	288	4.7	0	0	36	88.7	0	0	3.5	0
흑당 홍차 버블티	음료 및 차류	480	mL	344	4.7	0	0	49	55.3	0	0	2.1	0
흑당 버블티	음료 및 차류	480	mL	315	5.3	0	0	40	99.3	0	0	3.9	0
아이스 카페 아메리카노 L	음료 및 차류	480	mL	20	2	0	0	0	10	0	0	0	0
카페 라떼 L	음료 및 차류	480	mL	200	22	0	0	5	110	0	0	1	0
아이스 카페 모카 L	음료 및 차류	480	mL	310	15	0	0	42	100	0	0	0	0
바닐라 라떼 L	음료 및 차류	480	mL	260	20	0	0	24	145	0	0	0	0
요거 프라페 L	음료 및 차류	480	mL	330	5	0	0	49	160	0	0	4	0
아이스 카라멜 마키아또 L	음료 및 차류	480	mL	215	15	0	0	16	270	0	0	0	0
버블 밀크티 L	음료 및 차류	480	mL	340	12	0	0	41	130	0	0	5	0
모카칩 프라페 L	음료 및 차류	480	mL	410	10	0	0	48	290	0	0	4	0
오렌지 자몽 주스	음료 및 차류	480	mL	115	7	0	0	22	115	0	0	0	0
카라멜 프라페 L	음료 및 차류	480	mL	385	17	0	0	43	310	0	0	2.6	0
키위 바나나 주스	음료 및 차류	480	mL	270	5	0	0	41	140	0	0	0	0
버블 그린티 라떼 L	음료 및 차류	480	mL	385	20	0	0	26	155	0	0	4	0
